concept_rank,concept_name,prompt_id,prompt
8,Blossom orchards and spring gardens,29,"Blooming orchard rows climbing a hillside toward cypress, textured oil paint, loaded pigment"
8,Blossom orchards and spring gardens,30,"A narrow path through white blossom and fresh grass after dawn, swirling brushwork, rough canvas grain"
9,"Sowers, reapers, and rural labor",1,"A sower striding across dark tilled earth beneath a glowing sky, thick impasto, painted canvas grain"
9,"Sowers, reapers, and rural labor",2,"Two reapers binding sheaves in a yellow field, textured oil paint, visible strokes"
9,"Sowers, reapers, and rural labor",3,"A woman carrying kindling along a village path beside fields, layered brushstrokes, lively pigment"
9,"Sowers, reapers, and rural labor",4,"A man hoeing a vegetable plot behind a low farmhouse wall, ridged paint, expressive strokes"
9,"Sowers, reapers, and rural labor",5,"Field workers loading hay onto a wagon near poplar trees, broken color, rough linen texture"
9,"Sowers, reapers, and rural labor",6,"A peasant woman digging potatoes in reddish soil, palette-knife accents, loaded paint"
9,"Sowers, reapers, and rural labor",7,"A shepherd leading sheep across stubbled fields at dusk, chalky color patches, hand-painted surface"
9,"Sowers, reapers, and rural labor",8,"Vineyard workers bending between rows on a hillside, matte gouache touch, rough paper texture"
9,"Sowers, reapers, and rural labor",9,"A farmhand scattering seed by hand along furrowed land, textured pigment, visible strokes"
9,"Sowers, reapers, and rural labor",10,"Women washing clothes at a canal bank near fields, thick brushwork, tactile surface"
9,"Sowers, reapers, and rural labor",11,"A reaper resting beside a bundle of grain and sickle, swirling brushwork, dense pigment"
9,"Sowers, reapers, and rural labor",12,"A man pushing a wheelbarrow of cut branches through an orchard, layered paint, canvas grain"
9,"Sowers, reapers, and rural labor",13,"Farmers lifting baskets of olives under twisted trees, ridged paint, lively pigment"
9,"Sowers, reapers, and rural labor",14,"A gardener watering cabbages from a metal can, textured oil paint, visible ridges"
9,"Sowers, reapers, and rural labor",15,"A haymaker on a ladder stacking loose hay into a tall mound, broken color, brushed pigment"
9,"Sowers, reapers, and rural labor",16,"A peasant couple crossing a field path with tools over their shoulders, thick impasto, loaded color"
9,"Sowers, reapers, and rural labor",17,"A woman gathering tall yellow blossoms into an apron near a fence, expressive brushwork, hand-worked texture"
9,"Sowers, reapers, and rural labor",18,"A worker pruning orchard branches beside a stone wall, chalky brush marks, rough surface"
9,"Sowers, reapers, and rural labor",19,"Reapers cutting wheat near a blue cart and resting horse, palette-knife accents, dense pigment"
9,"Sowers, reapers, and rural labor",20,"A sower seen from behind casting seed across earth bands, textured oil paint, visible strokes"
9,"Sowers, reapers, and rural labor",21,"A shepherd seated under olive trees with flock spread below, matte gouache touch, paper grain"
9,"Sowers, reapers, and rural labor",22,"A farm woman hanging laundry beside a kitchen garden and chickens, thick brushwork, canvas texture"
9,"Sowers, reapers, and rural labor",23,"Workers digging a narrow irrigation trench through dry ground, ridged paint, tactile surface"
9,"Sowers, reapers, and rural labor",24,"A man carrying grape baskets toward a press house at twilight, broken color, rough linen texture"
9,"Sowers, reapers, and rural labor",25,"A field laborer mending a fence beside ripe grain, layered brushstrokes, lively paint"
9,"Sowers, reapers, and rural labor",26,"Women gleaning after harvest under a wide sky, textured pigment, expressive strokes"
9,"Sowers, reapers, and rural labor",27,"A man chopping wood beside stacked bundles and a cottage wall, thick impasto, painted surface"
9,"Sowers, reapers, and rural labor",28,"Orchard workers balancing on ladders among blossom and leaves, chalky color patches, visible strokes"
9,"Sowers, reapers, and rural labor",29,"A vegetable seller pushing a handcart down a village road, textured oil paint, loaded pigment"
9,"Sowers, reapers, and rural labor",30,"A peasant woman sowing rows in a kitchen garden beneath cypress, swirling brushwork, rough canvas grain"
10,"Rivers, bridges, and moored boats",1,"A riverbank lined with reeds and moored boats under a turning sky, thick impasto, painted canvas grain"
10,"Rivers, bridges, and moored boats",2,"A wooden bridge crossing a narrow canal beside cottages and willows, textured oil paint, visible strokes"
10,"Rivers, bridges, and moored boats",3,"Small fishing boats tied along a blue-green river edge, layered brushstrokes, lively pigment"
10,"Rivers, bridges, and moored boats",4,"A stone bridge over rippling water with reflections broken into color bands, ridged paint, expressive strokes"
10,"Rivers, bridges, and moored boats",5,"A canal embankment with barges and yellow grass, broken color, rough linen texture"
10,"Rivers, bridges, and moored boats",6,"A river bend seen from a high bank with boats below, palette-knife accents, loaded paint"
10,"Rivers, bridges, and moored boats",7,"A little harbor of rowboats beside ochre houses and a quay, chalky color patches, hand-painted surface"
10,"Rivers, bridges, and moored boats",8,"Water shining beneath a drawbridge and cloudy blue sky, matte gouache touch, rough paper texture"
10,"Rivers, bridges, and moored boats",9,"A reed-lined canal with a narrow footbridge and distant church spire, textured pigment, visible strokes"
10,"Rivers, bridges, and moored boats",10,"A river at evening with one lantern-lit boat near shore, thick brushwork, tactile surface"
10,"Rivers, bridges, and moored boats",11,"Flat barges moored beside a village road and low warehouses, swirling brushwork, dense pigment"
10,"Rivers, bridges, and moored boats",12,"A pedestrian bridge arching over a canal in spring, layered paint, canvas grain"
10,"Rivers, bridges, and moored boats",13,"Boats pulled onto a sandy bank beneath poplar trees, ridged paint, lively pigment"
10,"Rivers, bridges, and moored boats",14,"A canal with laundry poles, mooring posts, and green reflections, textured oil paint, visible ridges"
10,"Rivers, bridges, and moored boats",15,"A small harbor basin filled with working boats and ropes, broken color, brushed pigment"
10,"Rivers, bridges, and moored boats",16,"A ferry crossing a broad river under pale hills, thick impasto, loaded color"
10,"Rivers, bridges, and moored boats",17,"A towpath beside a canal with barges drifting past gardens, expressive brushwork, hand-worked texture"
10,"Rivers, bridges, and moored boats",18,"A bridge of pale stone over dark water near a row of cottages, chalky brush marks, rough surface"
10,"Rivers, bridges, and moored boats",19,"Boats clustered beneath a windmill by the river mouth, palette-knife accents, dense pigment"
10,"Rivers, bridges, and moored boats",20,"A canal lock with gates, ropes, and water swirling below, textured oil paint, visible strokes"
10,"Rivers, bridges, and moored boats",21,"A blue river edged with wildflowers and a moored skiff, matte gouache touch, paper grain"
10,"Rivers, bridges, and moored boats",22,"A quay with barrels, nets, and small boats in restless water, thick brushwork, canvas texture"
10,"Rivers, bridges, and moored boats",23,"An old bridge casting curved reflections into a narrow canal, ridged paint, tactile surface"
10,"Rivers, bridges, and moored boats",24,"A riverside path beside fishing boats and low garden walls, broken color, rough linen texture"
10,"Rivers, bridges, and moored boats",25,"Boats and cypress reflected in a canal at dusk, layered brushstrokes, lively paint"
10,"Rivers, bridges, and moored boats",26,"A village waterfront where simple boats rest against the bank, textured pigment, expressive strokes"
10,"Rivers, bridges, and moored boats",27,"A river crossing with ferry pole, reeds, and distant fields, thick impasto, painted surface"
10,"Rivers, bridges, and moored boats",28,"A canal under willow branches and a bright plank bridge, chalky color patches, visible strokes"
10,"Rivers, bridges, and moored boats",29,"A harbor lane opening to water crowded with small craft, textured oil paint, loaded pigment"
10,"Rivers, bridges, and moored boats",30,"Rippling river water beneath a bridge and indigo evening sky, swirling brushwork, rough canvas grain"
